Max_achat;Date;CODE;  desc;Nom du demandeur;Resposable;Type;Description;fournisseur;Quantité; P.U ;Montant;service;Agence;observation;FA N°;Colonne1
45755FNR0057;08/04/2025;FNR0057;Carton d'archive dos 15;SUZY;NONLA;Fournitures de bureau;0;SODIM;50;4 350,00;217 500,00;DAMG;Siège;Achat de fourniture mois de Mars 2025;F832367;
45755FNR0042;08/04/2025;FNR0042;Surligneur bleu;SUZY;NONLA;Fournitures de bureau;0;SODIM;10;2 275,00;22 749,99;DAMG;Siège;Achat de fourniture mois de Mars 2025;F832367;
45755FNR0043;08/04/2025;FNR0043;Surligneur vert;SUZY;NONLA;Fournitures de bureau;0;SODIM;10;2 275,00;22 749,99;DAMG;Siège;Achat de fourniture mois de Mars 2025;F832367;
45755FNR0044;08/04/2025;FNR0044;Surligneur rose;SUZY;NONLA;Fournitures de bureau;0;SODIM;10;2 275,00;22 749,99;DAMG;Siège;Achat de fourniture mois de Mars 2025;F832367;
45755FNR0045;08/04/2025;FNR0045;Surligneur orange;SUZY;NONLA;Fournitures de bureau;0;SODIM;10;2 275,00;22 749,99;DAMG;Siège;Achat de fourniture mois de Mars 2025;F832367;
45755FNR0081;08/04/2025;FNR0081;Tampon encreur;SUZY;NONLA;Fournitures de bureau;0;SODIM;3;3 431,40;10 294,20;DAMG;Siège;Achat de fourniture mois de Mars 2025;F832367;
45755DIV0013;08/04/2025;DIV0013;Recharge Bonbonne d'eau;SUZY;NONLA;Divers;0;WIDISTRI;1;375 000,00;375 000,00;DAMG;Siège;Recharge de bonbonnes d'eau ;CPT8870429;
45756IMP0037;09/04/2025;IMP0037;Liasse ordre de virement (demande de virement);SUZY;NONLA;Travaux d'impressions et publicité;0;MEGAPrint;1000;303;303 000,00;DAMG;Siège;Confection de liasse ordre de virement /mise à dispo;01331/FA/25/MP;
45758Pmat0001;11/04/2025;Pmat0001;Cachet banque;SUZY;NONLA;Petits matériels;0;Maschener Services;1;1 750 000,00;1 750 000,00;DAMG;Siège;Cachet sec;4196;
45759IMP0041;12/04/2025;IMP0041;Insertion publicitaire journaux/mag;NONLA;NONLA;Travaux d'impressions et publicité;0;L'Express de Madagascar;1;169 200,00;169 200,00;DAMG;Siège;Insertion journal avis de manifestation d'intérêt 12/04/2025 L'express;A324855;
45761IMP0041;14/04/2025;IMP0041;Insertion publicitaire journaux/mag;CATHY;CATHY;Travaux d'impressions et publicité;0;Midipublicité;1;215 159,04;215 159,04;DMC;Siège;Insertion pub appel manifestation d'intérêt mois d'Avril 2025;FAC/2024/1808;
45761FNR0007;14/04/2025;FNR0007;Crayon de bois;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;24;375;9 000,00;DAMG;Siège;fournitures de bureau avril 25;cc1/25315;
45761FNR0010;14/04/2025;FNR0010;Cahier GF 100p;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;12;2 416,67;28 999,99;DAMG;Siège;fournitures de bureau avril 25;cc1/25315;
45761FNR0014;14/04/2025;FNR0014;Parapheur 24 volets;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;12;53 000,40;636 004,80;DAMG;Siège;fournitures de bureau avril 25;cc1/25315;
45761FNR0014;14/04/2025;FNR0014;Parapheur 24 volets;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;3;53 000,40;159 001,20;;;;;
45761FNR0025;14/04/2025;FNR0025;Sous chemises assortis;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;1250;112;139 998,00;DAMG;Siège;fournitures de bureau avril 25;cc1/25315;
45761FNR0027;14/04/2025;FNR0027;Enveloppe KRAFT A5 16*22;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;1250;150;187 500,00;DAMG;Siège;fournitures de bureau avril 25;cc1/25315;
45761FNR0034;14/04/2025;FNR0034;Marquer permanent bleu;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;10;1 570,00;15 700,00;DAMG;Siège;fournitures de bureau avril 25;cc1/25315;
45761FNR0033;14/04/2025;FNR0033;Marquer permanent noir;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;10;1 570,00;15 700,00;DAMG;Siège;fournitures de bureau avril 25;cc1/25315;
45761FNR0035;14/04/2025;FNR0035;Marquer permanent rouge;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;12;1 000,00;12 000,00;DAMG;Siège;fournitures de bureau avril 25;cc1/25315;
45761FNR0036;14/04/2025;FNR0036;Marquer permanent vert;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;12;1 000,00;12 000,00;DAMG;Siège;fournitures de bureau avril 25;cc1/25315;
45761FNR0037;14/04/2025;FNR0037;Scotch transparent 18*33;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;24;600;14 400,00;DAMG;Siège;fournitures de bureau avril 25;cc1/25315;
45761FNR0066;14/04/2025;FNR0066;Enveloppe Kraft 28*36;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;500;400,01;200 004,00;DAMG;Siège;fournitures de bureau avril 25;cc1/25315;
45761FNR0092;14/04/2025;FNR0092;Marker effacable;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;12;1 250,00;15 000,00;DAMG;Siège;fournitures de bureau avril 25;cc1/25315;
45761FNR0059;14/04/2025;FNR0059;Règle 30cm;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;10;500,04;5 000,40;DAMG;Siège;fournitures de bureau avril 25;cc1/25315;
45761Prod0021;14/04/2025;Prod0021;Location véhicule;SUZY;NONLA;Transport;0;MBAC;1;1 000 000,00;1 000 000,00;DAMG;Siège;Location de voiture Bleu KIA PRIDE pour la période de 16/03/2025 au 31/03/2025;20250415-32 AFG;
45762IMP0041;15/04/2025;IMP0041;Insertion publicitaire journaux/mag;NONLA;NONLA;Travaux d'impressions et publicité;0;Ultima media;1;282 673,68;282 673,68;DAMG;Siège;Insertion journal avis de manifestation d'intérêt 12/04/2025 Les nouvelles;LN/00659/25;
45762FNR0016;15/04/2025;FNR0016;Trombones 28mm boîte de 100;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;30;1 000,00;29 999,88;DAMG;Siège;fournitures de bureau avril 25;FAOFT/2025/00502;
45762FNR0017;15/04/2025;FNR0017;trombones 33mm boîte de 100;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;20;1 000,00;19 999,92;DAMG;Siège;fournitures de bureau avril 25;FAOFT/2025/00502;
45762FNR0019;15/04/2025;FNR0019;Elastique 250grs;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;20;6 500,00;130 000,08;DAMG;Siège;fournitures de bureau avril 25;FAOFT/2025/00502;
45762FNR0074;15/04/2025;FNR0074;Protège documents 100 vues;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;5;9 000,00;45 000,00;DAMG;Siège;fournitures de bureau avril 25;FAOFT/2025/00502;
45762FNR0050;15/04/2025;FNR0050;Corbeille à courrier;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;10;34 000,00;339 999,96;DAMG;Siège;fournitures de bureau avril 25;FAOFT/2025/00502;
45762IMP0036;15/04/2025;IMP0036;Liasse demande de Chequier 21*7,5cm;SUZY;NONLA;Travaux d'impressions et publicité;0;MEGAPrint;1000;363,6;363 600,00;DAMG;Siège;Demande de chéquier mois d'Avril;01144/fa/25/mp/tnr;
45762CONS0020;15/04/2025;CONS0020;Rouleau borne GFA ;SUZY;NONLA;Consommable;0;Thara Services;1;15 950 000,00;15 950 000,00;DAMG;Siège;Solde acquisition des bornes GFA;2025/0104;
45762Prod0001;15/04/2025;Prod0001;prestation ménage;SUZY;NONLA;prestation ménage;0;RAO;1;5 600 000,00;5 600 000,00;DAMG;Siège;Menage Siège pour le mois d'Avril;245AFG/04/2025;
45762Prod0001;15/04/2025;Prod0001;prestation ménage;SUZY;NONLA;prestation ménage;0;RAO;1;550 000,00;550 000,00;DAMG;Agence Colbert;Menage Siège pour le mois d'Avril;246AC/03/2025;
45762Prod0001;15/04/2025;Prod0001;prestation ménage;SUZY;NONLA;prestation ménage;0;RAO;1;250 000,00;250 000,00;DAMG;Siège;Entretien et nettoyage GAB BUT - Analamahitsy - Total Ankadimbahoaka;G001/04/2025;
45762DIV0013;15/04/2025;DIV0013;Recharge Bonbonne d'eau;SUZY;NONLA;Divers;0;WIDISTRI;15;25 000,00;375 000,00;DAMG;Siège;Recharge bonbonne d'eau pour la semaine du 15/04/2025 ;CPT17460425;
45763Prod0091;16/04/2025;Prod0091;Transfert de GAB;SUZY;NONLA;Prestation;0;Madagascar Express;1;400 000,00;400 000,00;DAMG;Siège;Transfert et manutention de 1 GAB depuis le local Andranomena ;NAT25/00238;
45763Prod0091;16/04/2025;Prod0091;Transfert de GAB;SUZY;NONLA;Prestation;0;Madagascar Express;1;400 000,00;400 000,00;DAMG;Siège;Transfert et manutention de 1 GAB depuis le local Andranomena vers le siège de AFG Bank ;NAT25/00238;
45764TM0001;17/04/2025;TM0001;Vitrophanie ;SUZY;NONLA;Travaux et maintenance;0;Le Guide Construction;1;100 000,00;100 000,00;DAMG;Siège;Remboursement vitre endommagé de Guide Construction de Mcar lors de l'evenementCOI;0130-FDA-52025 SYS;
45765Prod0001;18/04/2025;Prod0001;prestation ménage;SUZY;DAMG;prestation ménage;0;PRONET ;1;1 300 000,00;1 300 000,00;DAMG;Agence Tamatave;Ménage de l'agence Tamatave pour le mois d'Avril 2025;206/25-AS;
45765DIV0042;18/04/2025;DIV0042;batterie voiture;SUZY;NONLA;divers;0;Materauto;1;590 004,00;590 004,00;DAMG;Siège;Batterie Voiture Arsène;592/FA/VC/357636/25;
45766Prod0007;19/04/2025;Prod0007;Mise à disposition intérimaires ;SUZY;NONLA;Prestation interimaires;0;EQUITY TRADE (IABI job service);1;23 257 305,00;23 257 305,00;DAMG;Siège;Prestation mois d'Avril;F2025-0028;
45769IMP0002;22/04/2025;IMP0002;Carte de visite;DG Ina;DG Ina;Travaux d'impressions et publicité;0;FOCUSPRINT (FOCUS GROUP);500;583,2;291 600,00;DAMG;Siège;Carte de visiste pour DG Ina ;15489/FP/25;
45769IMP0012;22/04/2025;IMP0012;Oriflammes;CATHY;CATHY;Travaux d'impressions et publicité;0;My Print;10;215 000,00;2 150 000,00;DMC;Siège;Solde confection Oriflamme;FT45777,287283;
45769IMP0015;22/04/2025;IMP0015;Roll up;CATHY;CATHY;Travaux d'impressions et publicité;0;MY Print;10;430 000,00;4 300 000,00;DMC;Siège;Solde confection roll-up;FT45777,287283;
45771DIV0042;24/04/2025;DIV0042;batterie voiture;NONLA;NONLA;divers;0;CT MOTORS;1;658 000,00;658 000,00;DAMG;Siège;Remplacement de batterie de voiture 22999WWT ;FV+SIE0125-003968;
45771DIV0013;24/04/2025;DIV0013;Recharge Bonbonne d'eau;SUZY;NONLA;Divers;0;WIDISTRI;13;25 000,00;325 000,00;DAMG;Siège;Recharge bonbonne d'eau pour la semaine du 24/04/2025 ;CPT24950425;
45771Prod0091;24/04/2025;Prod0091;Transfert de GAB;SUZY;NONLA;Prestation;0;Madagascar Express;1;450 000,00;450 000,00;DAMG;Siège;Transfert et manutention de 2 GAB depuis le siège à CCI Ivato à l'occasion de la rencontre de COI;NAT25/00255;
45771Prod0091;24/04/2025;Prod0091;Transfert de GAB;SUZY;NONLA;Prestation;0;Madagascar Express;1;450 000,00;450 000,00;DAMG;Siège;Transfert et manutention de 02 GAB depuis le siège à CCI Ivato à l'occasion de la rencontre de COI;NAT25/00255;
45773Prod0004;26/04/2025;Prod0004;Billet d'avion ;SUZY;NONLA;Agence de voyage;0;SILVER WINGS;1;19 913 500,00;19 913 500,00;DAMG;Siège;Billet d'avion de Irène Tuo trajet ABJ -TNR-ABJ.Mission du 28/04/25 au 02/05/2025;FA-2025-00000101;
45776IMP0002;29/04/2025;IMP0002;Carte de visite;SUZY;NONLA;Travaux d'impressions et publicité;0;FOCUSPRINT (FOCUS GROUP);300;486;145 800,00;DAMG;Siège;Edition de 300 cartes de visite au nom de DGA;15505/fp/25;
45776Prod0004;29/04/2025;Prod0004;Billet d'avion ;SUZY;NONLA;Agence de voyage;0;Friends Travel & Aviation;1;7 251 400,00;7 251 400,00;DAMG;Siège;Billet d'avion de Larissa DPO pour sa mission seminaire et formation lean;ITI0000016532;
45776DIV0017;29/04/2025;DIV0017;Eau vive 50cl;SUZY;NONLA;Divers;0;WIDISTRI;300;1 075,00;322 500,00;DAMG;Siège;Recharge bouteille d'eau de 50 cl + 25 000 Ar frais de livraison;CPT30920425;
45776Prod0004;29/04/2025;Prod0004;Billet d'avion ;Andrianina;Andrianina;Agence de voyage;0;Friends Travel & Aviation;1;7 251 400,00;7 251 400,00;DPO;Siège;Billet d'avion Andrianina DPO à Abidjan du 03/05/2025 au 10/05/2025;ITI00016531;
45777CONS0010;30/04/2025;CONS0010;Carburant;SUZY;NONLA;Consommable;0;TOTAL Energies;1;9 115 999,60;9 115 999,60;DAMG;Siège;Carburant mois de avril pre-payées;PM25/107839;
45777prod0093;30/04/2025;prod0093;prestation de reconnaissance et traitement des fonds;SUZY;NONLA;prestation;0;BRINKS;1;970 200,00;970 200,00;DAMG;Agence Tamatave;Reconnaissance Tamatave;1006 04 25;
45777Prod0068;30/04/2025;Prod0068;Frais transport de fonds;SUZY;NONLA;Prestation ;0;BRINKS;1;372 960,00;372 960,00;DAMG;Agence Tamatave;Transport de fonds par Brinks pour l'Agence Tamatave pour le mois de Avril;0881 04 25;
45777prod0093;30/04/2025;prod0093;prestation de reconnaissance et traitement des fonds;SUZY;NONLA;prestation;0;BRINKS;1;1 516 177,20;1 516 177,20;DAMG;Siège;Reconnaissance Tana mois d'Avril;10 30 04 25;
45777Prod0068;30/04/2025;Prod0068;Frais transport de fonds;SUZY;NALI AIME;Prestation ;0;BRINKS;1;1 384 860,00;1 384 860,00;DAMG;Siège;Transport Tana pour le mois d'Avril;08 30 04 25;
45777Prod0038;30/04/2025;Prod0038;Envoi courrier et colis ;SUZY;NONLA;Prestation;0;Madagascar Express;1;125 300,00;125 300,00;DAMG;Siège;Expédition colis et courrier depuis le siège vers l'agence Tamatave mois d'Avril;NAT25/00277;
45777Prod0091;30/04/2025;Prod0091;Transfert de GAB;SUZY;NONLA;Prestation;0;Madagascar Express;1;450 000,00;450 000,00;DAMG;Siège;Transfert de 2 Gab depuis Ivato vers le siège après le COI ;NAT25/00262;
45777Prod0021;30/04/2025;Prod0021;Location véhicule;SUZY;NONLA;Transport;0;MBAC;1;7 500 000,00;7 500 000,00;DAMG;Siège;Location de voiture KIA Sorento du mois d'Avril 2025;20250430-34 AFG;
45777Prod0021;30/04/2025;Prod0021;Location véhicule;SUZY;NONLA;Transport;0;MBAC;1;1 000 000,00;1 000 000,00;DAMG;Siège;Location de voiture KIA Pride pour la période du 16/04/2025 au 30/04/2025;20250430-33 AFG;
45777Prod0091;30/04/2025;Prod0091;Transfert de GAB;SUZY;NONLA;Prestation;0;Madagascar Express;1;450 000,00;450 000,00;DAMG;Siège;Transport de 2 GAB depuis Ivato vers le siège après le COI ;NAT25/00238;
45777CONS0010;30/04/2025;CONS0010;Carburant;SUZY;NONLA;Consommable;0;TOTAL Energies;1;17 520 778,75;17 520 778,75;DAMG;Siège;Carburant mois de avril post-payées;FA25/105142;
45777Prod0004;30/04/2025;Prod0004;Billet d'avion ;SUZY;NONLA;Agence de voyage;0;Air France;1;14 929 700,00;14 929 700,00;DAMG;Siège;Billet d'avion de DG Ina pour sa mission ;AFMG0026171369;
45778Prod0017;01/05/2025;Prod0017;Loyer immeuble Gateway ;SUZY;DAMG;Prestation;0;TCM (FILATEX);1;91 890 447,00;91 890 447,00;DAMG;Siège;Loyer de l'immeuble GATEWAY siège mois de Mai 2025;FL2050282;
45778Prod0055;01/05/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;GULFSAT Madagascar;1;6 600 000,00;6 600 000,00;DSI;Siège;Interco BFM-AFG bank Avril25;627918/010425;
45778Prod0055;01/05/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;Yas;1;30 192 000,00;30 192 000,00;DSI;Siège;Connexion internet siège mai 2025;7060643;
45778prod0098;01/05/2025;prod0098;abonnement envoi sms de AFG Bank;NALI AIME;NALI AIME;prestation;0;Yas;1;582 347,00;582 347,00;DSI;Siège;SMS Connect pour le mois de Mai 2025;F2505955415;
45778Prod0055;01/05/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;Yas;1;1 733 400,00;1 733 400,00;DSI;Siège;Connexion internet TPE mai 2025;F2505953278;
45778Prod0048;01/05/2025;Prod0048;Abonnement flotte mobile ;NALI AIME;NALI AIME;Prestation Telma;0;Yas;1;9 379 555,00;9 379 555,00;DSI;Siège;Abonnement puces Yas pour l'ensemble du personnel part Afg Bank 8 713 5244 Ar/ AFG Assur :105388 Ar/AFG OI:262 684 Ar / SCM :297959 Ar;F2505950420;
45778Prod0055;01/05/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;Yas;1;124 500,00;124 500,00;DSI;Siège;Connexion internet FO chez Nonla Kone mai 2025;7061316;
45778Prod0055;01/05/2025;Prod0055; Connexion internet;SUZY;NONLA;internet;0;Yas;1;124 500,00;124 500,00;SG;SCM;Connexion internet FO chez Edgard Sigui mai 2025 charge à refacturer à SCM;7048841;
45778Prod0055;01/05/2025;Prod0055; Connexion internet;SUZY;NONLA;internet;0;Yas;1;124 500,00;124 500,00;AFG OI;AFG OI;Connexion internet FO chez Gervais Atta mai 2025 à refacturer à AFG OI ;7057829;
45778Prod0055;01/05/2025;Prod0055; Connexion internet;SUZY;NONLA;internet;0;Yas;1;124 500,00;124 500,00;DAMG;Siège;Connexion internet FO chez SG Sophie mai 2025;F2505950612;
45778Prod0055;01/05/2025;Prod0055; Connexion internet;SUZY;NONLA;internet;0;Yas;1;124 500,00;124 500,00;DAMG;Siège;Connexion internet FO chez DGA Haingo mai 2025;F2505955604;
45778Prod0055;01/05/2025;Prod0055; Connexion internet;SUZY;NONLA;internet;0;Yas;1;124 500,00;124 500,00;DAMG;Siège;Connexion inernet FO chez DG Ina mai 2025;F2505954729;
45778Prod0055;01/05/2025;Prod0055; Connexion internet;SUZY;NONLA;internet;0;Yas;1;352 000,00;352 000,00;DAMG;Siège;Interco - siège avec le GAB Analamahitsy mai 2025;7063923;
45778Prod0055;01/05/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;Yas;1;744 000,00;744 000,00;DAMG;Siège;SMPP Relay mai 2025;F2505950502;
45778Prod0055;01/05/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;Yas;1;30 288 120,00;30 288 120,00;DSI;Siège;Interco entre le siège et Ankadimbahoaka - Colbert  - Tamatave;7026718;
45778Prod0025;01/05/2025;Prod0025;Liaison louée internationale;NALI AIME;NALI AIME;Prestation Telma;0;Yas;1;57 547 428,00;57 547 428,00;DSI;Siège;LLI AFG Bank mois de Mai 2025;FCSIE25006676A;
45779Prod0023;02/05/2025;Prod0023;Cocktail et restauration diverses;SUZY;NONLA;Restaurants;0;FRESH DELIVERY;1;875 000,00;875 000,00;DAMG;Siège;Collation lors de lancement programme inclusion financière;008/25/BQ;
45779TM0003;02/05/2025;TM0003;Electricité;SUZY;DAMG;Travaux et maintenance;0;SIRR;1;209 242,00;209 242,00;DAMG;Siège;Refacturation part d'éléctricité GAB BUT pour le mois de Mars 2025;FA25002826;
45779CONS0014;02/05/2025;CONS0014;Encre HP106A Noir;SUZY;NONLA;Consommable;0;Touskinfo;5;230 000,00;1 150 000,00;DAMG;Siège;Toner HP106A ;CONS51347/25;
45779CONS0015;02/05/2025;CONS0015;Encre HP415A Black ;SUZY;NONLA;Consommable;0;Touskinfo;2;300 000,00;600 000,00;DAMG;Siège;Toner HP415A;CONS51347/25;
45779Prod0072;02/05/2025;Prod0072;Redevance BFM;TOLOTRA;DO;Redevance;0;BANKY FOIBEN'I MADAGASIKARA;1;3 736 200,00;3 736 200,00;DO;Siège;Redevance périodique fixe et frais de traitement de messsage BFM Avril 25;5.595;
45779Prod0072;02/05/2025;Prod0072;Redevance BFM;TOLOTRA;DO;Redevance;0;BANKY FOIBEN'I MADAGASIKARA;1;7 321 788,00;7 321 788,00;DO;Siège;Redevance charge de structure et volume de transaction BFM Avril 2025;2,05E+12;
45780Prod0009;03/05/2025;Prod0009;Hébergement missionnaires;SUZY;NONLA;Hébergement;0;NOVOTEL (STE IMMOBILIERE L'EDEN);1;6 322 310,00;6 322 310,00;DAMG;Siège;Hebergement de Irene Tuo pour sa mission du 28/04/2025 au 02/05/2025;14216;
45782Prod0064;05/05/2025;Prod0064;Loyer Colbert;SUZY;NONLA;Prestation ;0;HOTEL COLBERT;1;16 623 360,00;16 623 360,00;DAMG;Agence Colbert;Agence Colbert mois de Mai 2025;79802;
45782prod0102;05/05/2025;prod0102;location imprimante 1er etage;SUZY;NONLA;prestation;0;SODIM;1;645 642,00;645 642,00;DAMG;Siège;Location imprimante 1 ère etage mois d'Avril 2025;F833381;
45782prod0130;05/05/2025;prod0130;Location imprimante 6 ème etage ;SUZY;NONLA;prestation;0;SODIM;1;822 690,00;822 690,00;DAMG;Siège;Location imprimante au 6 ème etage mois d'Avril 2025;F833386;
45782prod0128;05/05/2025;prod0128;Location imprimante 3 ème etage;SUZY;NONLA;prestation;0;SODIM;1;601 480,00;601 480,00;DAMG;Siège;Location imprimante au 3 ème etage mois d'Avril 2025;F833385;
45782prod0128;05/05/2025;prod0128;Location imprimante 3 ème etage;SUZY;NONLA;prestation;0;SODIM;1;601 480,00;601 480,00;DAMG;Siège;Location imprimante au 3 ème etage mois d'Avril 2025;F833385;
45782prod0129;05/05/2025;prod0129;Location imprimante agence Colbert;SUZY;NONLA;prestation;0;SODIM;1;777 061,00;777 061,00;DAMG;Agence Colbert;Location imprimante agence Colbert mois de Avril 2025;F833387;
45782prod0105;05/05/2025;prod0105;location imprimante agence Tamatave;SUZY;NONLA;prestation;0;SODIM;1;781 754,00;781 754,00;DAMG;Agence Tamatave;Location imprimante agence Tamatave mois d'Avril 2025;F833384;
45782prod0104;05/05/2025;prod0104;location imprimante 6em etage déplacé 2 ème ;SUZY;NONLA;prestation;0;SODIM;1;1 000 784,00;1 000 784,00;DAMG;Siège;Location imprimante au 2 ème etage mois d'Avril 2025;F833383;
45782prod0103;05/05/2025;prod0103;location imprimante agence RDC;SUZY;NONLA;prestation;0;SODIM;1;798 466,80;798 466,80;DCPP;Siège;Location imprimante RDC mois d'Avril2025;F833382;
45782Prod0006;05/05/2025;Prod0006;Cantine personnel AFG;SUZY;NONLA;Prestation de cantine;0;SODIM;1;6 150 000,00;6 150 000,00;DAMG;Siège;Cantine du personnel mois d'Avril;009/25/BQ;
45782DIV0016;05/05/2025;DIV0016;Journal quotidien;SUZY;NONLA;Divers;0;SOLOFANIRY Jean de Dieu (livreur journal);1;66 000,00;66 000,00;DAMG;Siège;Journaux de la Semaine du 05/05/2025 ;0176-FDA-52025;
45782TM0007;05/05/2025;TM0007;Jardinage;SUZY;NONLA;Travaux et maintenance;0;RAKOTOMALALA Maurice (jardinier);1;30 000,00;30 000,00;DAMG;Siège;Jardinage de la semaine de 05/05/2025;0176-FDA-52025;
45782Pmat0017;05/05/2025;Pmat0017;Chargeur;SUZY;NONLA;Petits matériels;0;SET;1;648 000,00;648 000,00;DAMG;Siège;Chargeur HP type C;2025/013153;
45782Prod0030;05/05/2025;Prod0030;Facilitations aéroportuaire ;SUZY;NONLA;Prestation;0;RAO;1;180 000,00;180 000,00;DAMG;Siège;Facilitation aeroportuaire entrée pour 10 jours de DCPP groupe Irene TUO;247fa/05/2025;
45782Prod0030;05/05/2025;Prod0030;Facilitations aéroportuaire ;SUZY;NONLA;Prestation;0;RAO;1;430 000,00;430 000,00;DAMG;Siège;Facilitation aeroportuaire entrée Famien Yai;248/05/2025;
45782DIV0027;05/05/2025;DIV0027;Medicament;TOLOTRA;DO;Divers;0;Pharmacie Métropole;1;2 086 560,00;2 086 560,00;DAMG;Siège;Vitamine et fortifiant UTOP 2025;FC433165;
45783Prod0014;06/05/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;JIRAMA;1;64 714,72;64 714,72;DAMG;Siège;Jirama eau mois d'Avril 2025;2,32E+14;
45783DIV0018;06/05/2025;DIV0018;Cafe Nespresso ;SUZY;NONLA;Divers;0;ELECTROPLUS;15;42 000,00;630 000,00;DAMG;Siège;Achat de café Nespresso pour le mois de Mai 2025;FC041420;
45784DIV0008;07/05/2025;DIV0008;Papier Toilette;SUZY;NONLA;Divers;0;SOMAPRO;1;120 000,00;120 000,00;DAMG;Siège;Produit d'entretien mois de Mai;FAC/2025/2052;
45784DIV0026;07/05/2025;DIV0026;Lave-Main bidon;SUZY;NONLA;Divers;0;SOMAPRO;1;37 400,00;37 400,00;DAMG;Siège;Produit d'entretien mois de Mai;FAC/2025/2052;
45784IMP0054;07/05/2025;IMP0054;Chèque géant;SUZY;NONLA;Travaux d'impressions et publicité;0;Miha Design Agency;3;50 000,00;150 000,00;DAMG;Siège;Chèque Géant;173/2025/mda;
45784Prod0004;07/05/2025;Prod0004;Billet d'avion ;SUZY;NONLA;Agence de voyage;0;SILVER WINGS;1;4 647 840,00;4 647 840,00;DAMG;Siège;Billet d'avion de Cathy et de Maria pour leur mission à Tuléar du 12/05/2025 au 14/05/2025;FA-2025-00000119;
45784Prod0004;07/05/2025;Prod0004;Billet d'avion ;SUZY;NONLA;Agence de voyage;0;SILVER WINGS;1;2 139 320,00;2 139 320,00;DAMG;Siège;Billet d'avion de Nonla Kone pour sa mission à Tuléar du 12/05/2025 au 14/05/2025;FA-2025-00000118;
45784prod0103;07/05/2025;prod0103;location imprimante agence RDC;SUZY;NONLA;prestation;0;Hôtel Plus;1;382 500,00;382 500,00;DAMG;Siège;Loyer de l'imprimante à la caisse de l'agence Prestige à Ankorondrano pour le mois de Mars 2025;FAA249211;
45784DIV0007;07/05/2025;DIV0007;Essui-tout GM;SUZY;NONLA;Divers;0;LEADER PRICE;10;26 900,00;269 000,00;DAMG;Siège;Achat essuie-tout pour le mois de Mai2025;69760;
45784DIV0050;07/05/2025;DIV0050;Serviette Hygiènique;SUZY;NONLA;divers;0;LEADER PRICE;11;3 200,00;35 200,00;DAMG;Siège;Achat serviette Hygiènique;69760;
45785EV010;08/05/2025;EV010;Entretien véhicule  20000km;SUZY;NONLA;Entretien véhicule ;0;BAMADA;1;829 994,00;829 994,00;DAMG;Siège;Entretien 20 000 km de la voiture de l'agence Prestige Ankorondrano;2025/522;
45785Prod0040;08/05/2025;Prod0040;Sécurisation et gardienage;Maria;NONLA;Prestation;0;SSSM;1;42 421 572,00;42 421 572,00;DAMG;Siège;Prestation SSSM mois de Mai 2025;58863/A;
45785prod0113;08/05/2025;prod0113;Sponsoring;CATHY;CATHY;prestation;0;GFEM;1;100 000 000,00;100 000 000,00;DMC;Siège;Sponsoring FCEM 2025 ;FAC/111/GFEM/SP-FCEM/25FIN;
45786Prod0014;09/05/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;JIRAMA;1;446 708,84;446 708,84;DAMG;Siège;Eau siège mois de Mars;232 250 425 086 401;
45786Prod0014;09/05/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;JIRAMA;1;1 052 996,35;1 052 996,35;DAMG;Agence Andranomena;Electricité Andranomena mois de Mars;256 250 325 140 456 000 000 000 000;
45786Prod0014;09/05/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;JIRAMA;1;12 436 111,04;12 436 111,04;DAMG;Siège;Electricité Siège mois de Mars 2025;23 225 032 508 069 000 000 000 000;
